ID,Nombre,P_comestible,Energia_kcal,Agua_g,Alcohol_g,Proteinas_g,HC_g,Almidon_g,Azucares_sencillos_g,Azucares_libres_g,Fibra_g,Grasa_total_g,AGS_g,AGM_g,AGP_g,Colesterol_mg,VitA_ug,Retinol_ug,Carotenoides_ug,VitD_ug,VitE_mg,VitK_ug,VitB1_mg,VitB2_mg,Niacina_mg,VitB6_mg,Folato_ug,VitB12_ug,VitC_mg,Biotina_ug,Pantotenico_mg,Calcio_mg,Fosforo_mg,Magnesio_mg,Hierro_mg,Sodio_mg,Cinc_mg,Iodo_ug,Manganeso_mg,Potasio_mg,Selenio_ug,Cobre_mg
100201,Mantequilla,1.0,734.0,15.9,0.0,0.85,0.06,0.0,0.06,0.0,0.0,81.1,51.4,21.0,3.0,215.0,739.0,671.0,410.0,1.0,2.3,7.0,,,,,,,,,,,,,,,,,,,,
100202,Mantequilla ligera,1.0,517.0,39.7,0.0,3.3,1.9,1.9,0.0,0.0,0.0,55.1,34.3,15.9,2.0,106.0,474.0,456.0,107.0,1.0,1.6,4.8,,,,,,,,,,,,,,,,,,,,
100203,Mantequilla salada,1.0,736.0,18.0,0.0,0.89,0.7,0.0,0.7,0.0,0.0,81.1,40.8,33.4,3.3,215.0,697.0,671.0,158.0,1.4,2.3,7.0,,,,,,,,,,,,,,,,,,,,
100204,Margarina,1.0,722.0,19.4,0.0,0.2,0.4,0.0,0.4,0.0,0.0,80.0,23.8,31.0,19.5,115.0,638.0,530.0,650.0,8.0,10.0,93.0,,,,,,,,,,,,,,,,,,,,
100205,Margarina con esteroles,1.0,387.0,53.9,0.0,0.1,0.95,0.45,0.5,0.0,0.3,42.5,8.5,9.0,17.5,0.0,,,,4.3,5.7,93.0,,,,,,,,,,,,,,,,,,,,
100206,Margarina de maíz,1.0,740.0,15.1,0.0,0.9,4.0,4.0,0.0,0.0,0.0,80.0,13.0,32.0,31.0,2.0,731.0,662.0,414.0,3.8,7.5,1.5,,,,,,,,,,,,,,,,,,,,
100207,Margarina ligera,1.0,371.0,58.0,0.0,1.6,1.1,0.6,0.5,0.0,0.0,40.0,11.3,13.5,13.9,4.2,584.0,500.0,500.0,2.5,6.0,93.0,,,,,,,,,,,,,,,,,,,,
100208,Margarina salada,1.0,730.0,15.8,0.0,0.9,0.5,0.0,0.5,0.0,0.0,80.5,15.8,35.8,25.4,0.0,731.0,650.0,485.0,8.0,12.8,93.0,,,,,,,,,,,,,,,,,,,,
100209,Margarina vegetal enriquecida,1.0,731.0,17.2,0.0,0.5,0.4,0.0,0.4,0.0,0.0,80.8,22.6,31.9,22.8,0.0,672.0,560.0,670.0,8.0,26.5,,,,,,,,,,,,,,,,,,,,,
100301,Manteca de cacao,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59.7,32.9,3.0,0.0,0.0,0.0,0.0,,1.8,24.7,,,,,,,,,,,,,,,,,,,,
100302,Manteca de cerdo,1.0,891.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,40.6,43.0,9.8,93.0,0.0,0.0,0.0,0.0,1.6,7.0,,,,,,,,,,,,,,,,,,,,
110101,Agua con gas embotellada,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110102,Agua corriente,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110103,Agua de mineralización débil,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110104,Agua sin gas embotellada,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110105,Bíter sin alcohol,1.0,42.0,89.5,0.0,0.0,10.5,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
110106,Gaseosa,1.0,21.6,94.6,0.0,0.0,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110107,Gaseosa sin calorías,1.0,0.32,99.9,0.0,0.01,0.07,0.0,0.07,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
110108,Limonada,1.0,17.0,94.6,0.0,0.5,1.9,0.0,1.9,1.5,2.8,0.2,0.02,0.02,0.06,0.0,1.7,0.0,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,
110109,Refresco aroma lima- limón,1.0,58.4,85.4,0.0,0.0,14.6,0.0,14.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110110,Refresco de té,1.0,36.4,90.9,0.0,0.0,9.1,0.0,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110111,Refresco de té bajo en calorías,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
110112,Refresco sabor cola,1.0,43.6,89.2,0.0,0.0,10.9,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110113,Refresco sabor cola bajo en calorías,1.0,0.4,99.9,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110114,Refresco sabor cola sin cafeína,1.0,43.2,89.3,0.0,0.0,10.8,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110115,Refresco sabor cola sin cafeína bajo en calorías,1.0,0.8,99.8,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110116,Refresco sabor limón,1.0,45.6,88.6,0.0,0.0,11.4,0.0,11.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110117,Refresco sabor naranja,1.0,42.0,89.5,0.0,0.0,10.5,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110118,Soda sifón,1.0,35.2,91.2,0.0,0.0,8.8,0.0,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110119,Tónica,1.0,36.8,90.8,0.0,0.0,9.2,0.0,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,
110201,Achicoria,1.0,10.6,95.2,0.0,0.5,2.4,0.0,2.4,0.0,1.3,0.6,0.2,0.0,0.3,0.0,20.0,0.0,120.0,0.0,0.1,10.0,,,,,,,,,,,,,,,,,,,,
110202,Café capuccino en polvo soluble,1.0,396.0,13.3,0.0,10.6,60.8,10.1,50.7,44.0,3.9,11.4,7.0,3.3,0.5,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
110203,Café descafeinado en grano,1.0,315.0,4.3,0.0,13.5,6.7,0.0,6.7,0.0,58.2,13.1,5.2,1.1,5.1,0.0,1.0,0.0,6.0,0.0,2.7,10.0,,,,,,,,,,,,,,,,,,,,
110204,Café descafeinado en polvo soluble,1.0,228.0,3.2,0.0,13.9,42.6,17.4,25.2,18.5,0.0,0.22,0.1,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,
110205,Café descafeinado liquido,1.0,12.2,96.3,0.0,0.52,0.25,0.0,0.25,0.0,2.3,0.5,0.19,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.1,0.38,,,,,,,,,,,,,,,,,,,,
110206,Café en grano,1.0,315.0,4.3,0.0,13.5,6.7,0.0,6.7,0.0,58.2,13.1,5.2,1.1,5.1,0.0,1.0,0.0,6.0,0.0,2.7,10.0,,,,,,,,,,,,,,,,,,,,
110207,Café en polvo soluble,1.0,227.0,3.5,0.0,14.6,41.1,16.8,24.3,17.6,0.0,0.5,0.19,0.041,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,
110208,Café liquido,1.0,12.2,96.3,0.0,0.52,0.25,0.0,0.25,0.0,2.3,0.5,0.19,0.042,0.19,0.0,0.038,0.0,0.23,0.0,0.1,0.38,,,,,,,,,,,,,,,,,,,,
110209,Infusión de manzanilla,1.0,1.0,99.8,0.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110210,Infusión genérica,1.0,0.0,99.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110211,Sucedáneo de café soluble,1.0,404.0,3.3,0.0,12.3,80.9,80.9,0.0,0.0,0.1,3.4,0.63,0.37,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,
110212,Té,1.0,220.0,9.3,0.0,19.6,3.0,0.0,3.0,0.0,55.8,2.0,0.44,0.22,0.89,0.0,0.0,0.0,0.0,0.0,0.0,262.0,,,,,,,,,,,,,,,,,,,,
110213,Té con agua,1.0,1.9,99.1,0.0,0.17,0.026,0.0,0.026,0.0,0.49,0.017,0.0038,0.0019,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,
110301,Bebida isotónica,1.0,28.4,92.9,0.0,0.0,7.1,0.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,32.0,0.0,,0.6,,,,,,,,,,,,,,,,,,,,,
110401,Néctar de frutas envasado,1.0,54.4,86.4,0.0,0.4,13.2,0.0,13.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,100.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,
110402,Sorbete de limón,1.0,140.0,64.9,0.0,0.9,34.2,0.0,34.2,31.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110403,Zumo comercial de naranja,1.0,43.3,89.1,0.0,0.63,9.4,0.0,9.4,0.0,0.7,0.2,0.026,0.036,0.049,0.0,2.6,0.0,15.5,0.0,0.25,0.1,,,,,,,,,,,,,,,,,,,,
110404,Zumo comercial sabor frutas tropicales,1.0,60.8,84.8,0.0,0.3,14.9,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,,120.0,0.0,0.0,,1.5,,,,,,,,,,,,,,,,,,,,,
110405,Zumo de mango,1.0,42.0,89.9,0.0,0.1,9.8,1.0,8.8,0.0,0.3,0.2,0.06,,,0.0,35.0,,,0.0,1.1,,,,,,,,,,,,,,,,,,,,,
110406,Zumo de manzana,1.0,48.9,88.0,0.0,0.063,11.9,0.0,11.9,0.0,0.01,0.11,0.019,0.005,0.036,0.0,0.0,0.0,0.0,0.0,0.01,0.1,,,,,,,,,,,,,,,,,,,,
110407,Zumo de melocotón,1.0,47.1,88.4,0.0,0.63,10.5,0.0,10.5,0.0,0.3,0.22,0.027,0.08,0.11,0.0,39.1,0.0,229.0,0.0,0.38,1.7,,,,,,,,,,,,,,,,,,,,
110408,Zumo de piña,1.0,41.4,89.6,0.0,0.38,9.7,0.0,9.7,0.0,0.2,0.08,0.005,0.009,0.028,0.0,0.5,0.0,3.0,0.0,0.03,0.3,,,,,,,,,,,,,,,,,,,,
110409,Zumo de pomelo,1.0,43.6,89.2,0.0,0.53,10.1,0.0,10.1,0.0,0.1,0.1,0.012,0.012,0.021,0.0,0.92,0.0,5.5,0.0,0.19,0.0,,,,,,,,,,,,,,,,,,,,
110410,Zumo de tomate comercial,1.0,14.1,96.4,0.0,0.63,2.6,0.0,2.6,0.0,0.3,0.06,0.008,0.009,0.024,0.0,11.4,0.0,68.1,0.0,0.35,2.3,,,,,,,,,,,,,,,,,,,,
110411,Zumo de uva,1.0,68.1,83.1,0.0,0.21,16.6,0.0,16.6,0.0,0.0,0.1,0.031,0.004,0.028,0.0,0.5,0.0,3.0,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,
110412,Zumo de zanahoria,1.0,24.2,93.7,0.0,0.63,4.8,0.0,4.8,0.0,0.8,0.1,0.02,0.004,0.05,0.0,437.0,0.0,2622.0,0.0,0.56,15.5,,,,,,,,,,,,,,,,,,,,
110413,Zumo uva y melocotón,1.0,52.8,87.0,0.0,0.6,12.0,0.0,12.0,0.0,0.15,0.23,0.03,0.057,0.14,0.0,3.6,0.0,21.5,0.0,0.19,1.1,,,,,,,,,,,,,,,,,,,,
110501,Agua de coco,1.0,17.2,95.4,0.0,0.7,2.6,0.0,2.6,0.0,1.1,0.2,0.76,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110502,Bebida de almendras,1.0,24.3,95.2,0.0,0.5,3.0,0.0,3.0,3.0,0.2,1.1,0.1,,,,0.0,0.0,0.0,0.75,1.8,,,,,,,,,,,,,,,,,,,,,
110503,Bebida de alpiste,1.0,45.0,90.3,0.0,1.2,7.1,0.0,3.3,3.3,0.39,1.0,0.12,0.45,0.4,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,
110504,Bebida de avena,1.0,46.7,89.6,0.0,1.0,8.7,5.6,3.1,3.1,0.8,0.7,0.1,0.4,0.2,0.0,0.0,0.0,31.1,0.0,0.4,,,,,,,,,,,,,,,,,,,,,
110505,Horchata,1.0,97.3,79.0,0.0,1.2,17.0,3.1,13.9,13.9,0.1,2.7,0.4,1.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110507,Leche de coco,1.0,241.0,68.4,0.0,2.3,3.3,0.0,3.3,3.3,2.2,23.8,21.1,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,
110601,Aguardiente,1.0,222.0,68.3,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
110602,anís,1.0,267.0,61.5,37.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110603,Bíter con alcohol,1.0,152.0,71.4,12.6,0.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110604,Cava,1.0,70.5,89.2,9.1,0.2,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110605,Cerveza,1.0,42.4,92.4,4.0,0.5,3.1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110606,Cerveza baja en alcohol,1.0,38.1,93.1,3.5,0.5,2.9,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110607,Cerveza sin alcohol,1.0,25.4,93.9,0.33,0.38,5.4,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110608,Champagne,1.0,67.6,89.6,8.7,0.18,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110609,Coñac,1.0,240.0,64.9,33.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110610,Crema de whisky,1.0,324.0,45.5,13.5,3.0,25.0,1.4,23.6,0.0,0.0,13.0,8.0,,,,173.0,171.0,30.0,,,,,,,,,,,,,,,,,,,,,,,
110611,Cubata de ron,1.0,109.0,81.2,11.4,0.0,7.4,0.0,7.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
110612,Ginebra,1.0,221.0,68.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110613,Licor dulce,1.0,224.0,52.9,12.0,0.1,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110614,Ron,1.0,234.0,66.6,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110615,Sangría,1.0,95.9,81.9,7.9,0.12,9.9,1.5,8.4,8.4,0.1,0.03,0.004,0.002,0.009,0.0,1.0,,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,
110616,Sidra,1.0,49.9,90.3,3.7,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,16.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110617,Tequila,1.0,266.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110618,Vermut,1.0,145.0,73.4,13.0,0.1,13.5,0.0,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110619,Vino blanco,1.0,61.0,91.2,8.6,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110620,"Vino dulce (Málaga, Oporto)",1.0,161.0,71.3,15.5,0.2,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110621,"Vino fino (Jerez, Manzanilla)",1.0,127.0,77.5,12.3,0.2,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110622,Vino rosado,1.0,66.9,89.8,8.7,0.1,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110623,Vino tinto,1.0,70.7,89.7,9.8,0.23,0.3,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110624,Vodka,1.0,235.0,66.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110625,Whisky,1.0,247.0,64.7,35.2,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
120101,Albóndigas en conserva,1.0,148.0,71.6,0.0,6.8,5.9,3.9,2.0,2.0,5.1,9.7,2.8,3.9,2.7,90.0,22.0,22.0,0.0,0.23,1.4,6.2,,,,,,,,,,,,,,,,,,,,
120102,Arroz tres delicias congelado,1.0,115.0,71.5,0.0,3.4,20.0,19.0,1.0,0.0,3.5,1.6,0.41,0.48,0.43,9.0,82.5,35.7,281.0,0.0,0.23,5.9,,,,,,,,,,,,,,,,,,,,
120103,Base de pizza,1.0,273.0,39.8,0.0,6.7,43.9,42.1,1.5,0.65,2.2,7.4,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
120104,Calamares a la romana congelados,1.0,189.0,62.2,0.0,5.7,23.7,22.7,1.0,1.0,0.6,7.8,0.78,1.6,3.1,145.0,11.0,11.0,,0.1,1.8,3.6,,,,,,,,,,,,,,,,,,,,
120105,Calamares fritos,1.0,172.0,64.5,0.0,22.0,4.0,4.0,0.0,0.0,0.1,7.5,1.9,2.8,2.1,222.0,48.0,46.0,13.0,0.1,4.0,,,,,,,,,,,,,,,,,,,,,
120106,Caldo de carne,1.0,6.5,97.6,0.0,1.1,0.04,0.04,0.0,0.0,0.0,0.22,0.11,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
120107,Caldo de pescado,1.0,15.0,96.0,0.0,2.0,0.4,0.31,0.09,0.09,0.0,0.6,0.13,0.11,0.25,0.0,1.0,1.0,0.0,0.0,0.15,,,,,,,,,,,,,,,,,,,,,
120108,Caldo de pollo,1.0,5.0,97.8,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.21,0.029,0.045,0.021,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
120109,Caldo de verdura,1.0,30.9,92.4,0.0,0.9,4.9,3.3,1.6,1.6,0.3,0.79,0.12,0.34,0.3,0.0,71.0,0.0,955.0,0.0,0.58,,,,,,,,,,,,,,,,,,,,,
120110,Caldo en cubitos de carne,1.0,252.0,4.6,0.0,15.7,5.0,4.0,1.0,1.0,0.2,18.7,9.1,7.7,0.7,10.0,15.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
120111,Callos a la madrileña,1.0,109.0,75.0,0.0,6.8,2.5,2.2,0.3,0.3,10.0,5.8,1.8,2.0,0.55,67.0,347.0,0.1,2082.0,0.004,0.88,4.6,,,,,,,,,,,,,,,,,,,,
120112,Canelones de carne congelados,1.0,129.0,72.7,0.0,6.2,12.8,9.6,1.7,0.77,2.2,5.4,1.9,1.5,1.0,30.0,37.0,16.0,126.0,0.2,0.87,9.1,,,,,,,,,,,,,,,,,,,,
120113,"Carne empanada, pasteles de carne (congelados)",1.0,299.0,47.8,0.0,21.9,12.0,11.5,0.5,0.5,0.13,18.1,4.8,7.5,4.2,91.0,35.0,35.0,0.0,0.19,0.49,19.5,,,,,,,,,,,,,,,,,,,,
120114,Crema desecada de champiñón,1.0,361.0,5.0,0.0,9.6,61.9,50.1,11.8,11.8,3.0,7.7,3.9,3.1,0.33,2.0,8.0,,,3.2,0.16,30.0,,,,,,,,,,,,,,,,,,,,
120115,Crema desecada de espárragos,1.0,392.0,20.1,0.0,8.0,54.0,43.0,11.0,11.0,2.4,15.5,8.5,5.9,0.3,1.0,7.5,,,3.2,0.52,30.0,,,,,,,,,,,,,,,,,,,,
120116,Croquetas de bacalao congelada,1.0,154.0,66.4,0.0,3.8,25.0,21.6,3.4,3.4,0.6,4.2,0.49,1.0,2.0,169.0,11.6,10.3,7.6,0.9,0.5,1.1,,,,,,,,,,,,,,,,,,,,
120117,Croquetas de jamón congelada,1.0,153.0,67.4,0.0,3.8,23.0,20.3,2.7,2.7,2.0,4.6,0.8,1.3,1.8,32.4,3.2,3.0,1.2,0.43,0.06,2.9,,,,,,,,,,,,,,,,,,,,
120118,Croquetas de marisco congelada,1.0,136.0,67.8,0.0,5.6,21.9,17.5,4.4,4.4,0.6,2.7,0.6,0.6,1.3,55.2,19.0,17.8,7.2,0.4,0.6,0.74,,,,,,,,,,,,,,,,,,,,
120119,Croquetas de merluza congelada,1.0,140.0,69.2,0.0,3.5,21.3,15.6,6.7,6.7,1.2,3.8,0.53,0.84,1.7,30.0,7.3,6.8,2.8,0.43,0.54,0.73,,,,,,,,,,,,,,,,,,,,
120120,Croquetas de queso congelada,1.0,131.0,67.9,0.0,4.3,20.6,15.9,4.7,4.7,0.6,3.3,0.8,0.8,1.6,35.2,17.0,15.8,5.7,0.47,0.7,1.3,,,,,,,,,,,,,,,,,,,,
120121,Croquetas de pollo congeladas,1.0,160.0,66.0,0.0,5.8,21.0,17.0,4.0,4.0,2.5,5.3,0.74,1.4,2.2,30.6,5.6,5.2,2.1,0.43,0.09,0.93,,,,,,,,,,,,,,,,,,,,
120122,Delicias de jamón y queso congeladas,1.0,207.0,52.2,0.0,5.1,24.9,19.7,5.2,5.2,2.6,9.1,3.0,5.5,0.51,31.0,17.7,13.3,26.4,0.7,0.3,7.0,,,,,,,,,,,,,,,,,,,,
120123,Empanadilla de atún congelada,1.0,265.0,46.1,0.0,4.8,31.7,27.9,3.8,3.8,5.4,12.0,4.4,3.1,2.7,48.0,27.8,12.9,77.5,2.2,2.0,16.8,,,,,,,,,,,,,,,,,,,,
120124,Espinacas a la crema congeladas,1.0,65.1,87.2,0.0,2.8,4.7,3.4,2.3,2.3,1.8,3.5,2.3,,,13.0,183.0,5.5,1065.0,0.01,1.2,258.0,,,,,,,,,,,,,,,,,,,,
120125,Fabada en conserva,1.0,156.0,63.9,0.0,6.1,9.3,8.6,0.7,0.0,7.8,8.8,3.1,3.4,0.77,20.0,24.1,0.57,141.0,0.0,0.35,17.1,,,,,,,,,,,,,,,,,,,,
120126,Gazpacho en conserva,1.0,39.8,93.4,0.0,0.6,3.0,0.2,2.8,0.0,0.2,2.8,0.47,1.9,0.31,0.0,53.0,0.0,318.0,0.0,0.19,10.7,,,,,,,,,,,,,,,,,,,,
120127,Hummus,1.0,174.0,65.5,0.0,7.9,11.0,10.3,0.7,0.0,6.0,9.6,1.4,4.0,3.6,0.0,2.3,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,
120128,Kebab,1.0,341.0,36.6,0.0,17.1,25.9,23.2,2.7,2.7,,18.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120129,Lasaña de carne y besamel congelada,1.0,150.0,72.0,0.0,6.3,13.0,10.2,2.8,1.3,0.8,7.9,3.1,3.3,1.1,21.0,55.7,18.0,226.0,0.2,2.6,9.1,,,,,,,,,,,,,,,,,,,,
120130,Paella de marisco congelada,1.0,125.0,68.7,0.0,3.6,25.2,24.4,0.8,0.8,2.0,0.62,0.24,0.21,0.07,17.0,18.0,4.1,83.4,0.0,0.47,2.7,,,,,,,,,,,,,,,,,,,,
120131,Patatas prefritas congeladas,1.0,115.0,46.1,0.0,2.1,20.0,19.5,0.5,0.0,2.7,2.4,0.5,,,0.0,0.0,0.0,0.0,0.0,0.9,10.2,,,,,,,,,,,,,,,,,,,,
